source_id	title	platform	url	published_at	access_type	authorization_status	source_type	topic_tags	stroke_tags	timestamps	usability	confidence	notes
LH_BILI_SEASON_BV1T394YFEIY	业余杀球纠错教学！让挥速飙升的秘诀！这个关键点又是业余没法自悟的啊 速看！	Bilibili	https://www.bilibili.com/video/BV1T394YfEiy/	2025-03-07	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BPRJY5ENI	暴力杀球教学！业余从0到1！发力型握拍讲解完整版！业余通病看看你中了几个	Bilibili	https://www.bilibili.com/video/BV1bPRJY5Eni/	2025-03-11	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UHQLYBEW5	做内旋发力为何会肩膀疼？业余学羽毛球发力大臂和肩膀位置问题纠错！特别是学过球的人反而更容易中招	Bilibili	https://www.bilibili.com/video/BV1uhQLYbEw5/	2025-03-12	public	authorized	video	power,internal_rotation,arm_path	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NWQAY1E5M	为什么脚蹬地发力感觉没力呢？原来放轻松才能使出爆发力！打羽毛球是越想发力越没力！跳杀示范	Bilibili	https://www.bilibili.com/video/BV1nWQAY1E5M/	2025-03-15	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SWQOY5ENV	羽毛球放松发力太难了！让业余像高手一样轻松发力的秘诀！	Bilibili	https://www.bilibili.com/video/BV1SWQoY5Env/	2025-03-21	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV18NXAY5E9R	双脚跳杀进阶从1到2教学完整版！业余羽毛球杀球跳杀细节纠错！部分为镜像	Bilibili	https://www.bilibili.com/video/BV18NXaY5E9R/	2025-03-25	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SNZCYHEON	暴力杀球业余小白从1到2！提升挥速示范多处动作细节纠正！很详细26分钟版 适合有耐心的人	Bilibili	https://www.bilibili.com/video/BV1snZcYhEoN/	2025-03-30	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV16WZEYQETA	四方球收吊教学！超难的基础版轻吊球细节！比劈吊滑板难难多了！但这是羽毛球基本功啊！必会	Bilibili	https://www.bilibili.com/video/BV16wZEYqEta/	2025-03-31	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JBZBYFE9T	霸王杀暴力框架教学！霸王杀不只是一种杀球！更是一种羽毛球发力模式	Bilibili	https://www.bilibili.com/video/BV1jbZbYfE9t/	2025-04-04	public	authorized	video	smash,power,power_framework	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XCD8YNENF	削(切)球在实战中的逆天妙用！正反手过渡劈吊滑板切腰等都得用削啊！削球可太有用了！	Bilibili	https://www.bilibili.com/video/BV1XCd8YnENF/	2025-04-13	public	authorized	video	drop,match_transfer,backhand	drop,all,backhand		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1Q2D8YEECG	头顶滑板吊球教学！网红教练小羊同学做客刘辉羽毛球直播间示范滑板动作！一个有球速的滑板吊球	Bilibili	https://www.bilibili.com/video/BV1Q2d8YEEcg/	2025-04-15	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1FJDZY6EMY	高远球发力时如何展肩？业余开肩的练习方法！省队专业队也在用哦	Bilibili	https://www.bilibili.com/video/BV1fJdZY6EMy/	2025-04-16	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KVDZY1EWG	杀球下网根本原因！业余杀球问题解决方案！杀下网，杀不尖，杀太平竟然都是一个问题！	Bilibili	https://www.bilibili.com/video/BV1kVdZY1EwG/	2025-04-18	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1YR5EZBEV9	羽毛球正手过渡从0到1完整版教学！业余零基础学过渡多处问题纠正！问题越多价值越大！	Bilibili	https://www.bilibili.com/video/BV1YR5EzbEv9/	2025-04-19	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV13F5EZDEN4	羽毛球滑拍吊球完整教学！教你打出稳定的带有隐蔽性的快速滑板吊斜线球！23分钟极限版 价值十亿！	Bilibili	https://www.bilibili.com/video/BV13f5EzdEN4/	2025-04-20	public	authorized	video	smash,drop	smash,drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1LB5QZXEDZ	成人班学员跳杀进阶从1到2全过程！业余羽毛球跳杀框架多处细节调整！更完善的发力和滞空感	Bilibili	https://www.bilibili.com/video/BV1Lb5QzxEdz/	2025-04-25	public	authorized	video	smash,power,power_framework	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XDLEZQERY	羽毛球滑板吊球教学！业余小白头顶滑拍框架多处细节纠错！整体提升全过程！价值一亿	Bilibili	https://www.bilibili.com/video/BV1xdLEzQERY/	2025-04-26	public	authorized	video	smash,drop,power_framework	smash,drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UULEZ4E9M	羽毛球劈吊斜线从0到1全过程！业余成人班学员劈吊框架细节调整！框架可太重要啦！价值一亿	Bilibili	https://www.bilibili.com/video/BV1uULEz4E9M/	2025-04-27	public	authorized	video	drop,power_framework	drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1G8V8ZHE29	羽毛球爆发力杀球教学！成人班学员纠错！正确用到手腕的方法！两点细节打出高爆	Bilibili	https://www.bilibili.com/video/BV1g8V8zHE29/	2025-05-07	public	authorized	video	smash,power,wrist	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DH5UZFEUS	手腕在发力中的正确用法！羽毛球正反手发力手腕技巧！	Bilibili	https://www.bilibili.com/video/BV1DH5uzFEUS/	2025-05-09	public	authorized	video	power,wrist,backhand	all,backhand		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1IKE3ZXEMG	正手后场被动发力教学！羽毛球正手过渡抽球两点发力技巧！专治发不上力抡大臂	Bilibili	https://www.bilibili.com/video/BV1iKE3zXEMG/	2025-05-12	public	authorized	video	power,arm_path	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KHEWZ1EFG	为什么林丹杀球看上去动作大？深度解读丹哥动作奥秘！涉及高阶发力技巧	Bilibili	https://www.bilibili.com/video/BV1KhEwz1Efg/	2025-05-14	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1VFESZRECD	羽毛球劈吊直线教学小白从0到1！业余从劈斜线到劈直线只需调整这个细节！	Bilibili	https://www.bilibili.com/video/BV1VfEszRECd/	2025-05-18	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1O2ERZ5EEW	羽毛球后场发力教学(一)业余挥拍发力通病多细节纠正！完整版第一部分 价值十亿	Bilibili	https://www.bilibili.com/video/BV1o2ERz5EEw/	2025-05-20	public	authorized	video	power,swing	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV17TJHZME18	羽毛球后场发力教学(二)手腕发力妙用&高式杀球发力！完整版第二部分 价值十亿	Bilibili	https://www.bilibili.com/video/BV17TJhzmE18/	2025-05-21	public	authorized	video	smash,power,wrist	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JGJHZ5EWL	羽毛球双脚跳杀教学从1到2！学员跳杀进阶侧身落地细节纠错！技术精进就是提升细节	Bilibili	https://www.bilibili.com/video/BV1jGJhz5EwL/	2025-05-23	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UPJGZKELR	遁地炮重杀教学！业余小白学重杀从0到1 第一部分！共两部分	Bilibili	https://www.bilibili.com/video/BV1upjgzKELr/	2025-05-26	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1K4JGZYEOX	羽毛球遁地炮重杀教学多处细节纠错！业余小白学重杀从0到1 第二部分！	Bilibili	https://www.bilibili.com/video/BV1K4jgzYEox/	2025-05-27	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1Q4JRZ3EPS	羽毛球后场发力教学！专治发力不集中 问题的根本在这！18分钟纠错小姐姐！看懂跟练	Bilibili	https://www.bilibili.com/video/BV1q4jRz3EpS/	2025-05-30	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DG7WZYEYM	为什么新手不要学闪动发力？不仅是100%学不会的原因！循序渐进！听劝	Bilibili	https://www.bilibili.com/video/BV1Dg7WzyEyM/	2025-06-02	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV14M7SZLEMB	正手发高远球教学！发高球核心动作讲解示范纠错！	Bilibili	https://www.bilibili.com/video/BV14m7SzLEMb/	2025-06-03	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV13CTMZGE3U	高远球如何轻松打到底线？深度理解越想发力越没有！羽毛球正反手高远球示范	Bilibili	https://www.bilibili.com/video/BV13cTMzgE3U/	2025-06-07	public	authorized	video	high_clear,power,backhand	high_clear,all,backhand		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SATTZFE1C	如何打球轻快又干脆？关键在于高效！高效发力的秘诀！	Bilibili	https://www.bilibili.com/video/BV1saTTzFE1c/	2025-06-10	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DKNZZRENF	业余杀球爆改全过程！羽毛球高手轻松杀球的秘诀！做好这几点你也是高手	Bilibili	https://www.bilibili.com/video/BV1DkNzzRENF/	2025-06-20	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BCKOZ6EOB	羽毛球劈杀进阶教学从1到2全程舒适！！劈杀和直接杀斜线的区别竟是这一点！高教练带出来的学员是牛逼啊！学员悟性非常高！	Bilibili	https://www.bilibili.com/video/BV1bcKoz6EoB/	2025-06-27	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZIK6ZRE3X	业余杀球进阶教学？羽毛球如何重杀？纠错全过程！微调手臂参与程度 太高级了	Bilibili	https://www.bilibili.com/video/BV1ZiK6zrE3x/	2025-06-29	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CKMQZSEEF	杀球声音响和拍头挥重有关系吗 NoNoNo！教你如何打出最响的声音！	Bilibili	https://www.bilibili.com/video/BV1cKMQzSEEf/	2025-07-15	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NKU2ZMEAI	高远球鞭甩发力教学！高远球发力的核心问题就是那一下！爆改小姐姐全过程！	Bilibili	https://www.bilibili.com/video/BV1nKu2zMEai/	2025-07-20	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1F38GZSEYL	球速被压制怎么破解？打羽毛球顶不过对方？底层逻辑清晰一招可破！挥速是关键！	Bilibili	https://www.bilibili.com/video/BV1f38gzSEyL/	2025-07-29	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KFTBZEEDC	打球苍蝇拍怎么改？三个步骤彻底纠正！让你高远球打更远的秘籍！	Bilibili	https://www.bilibili.com/video/BV1kftBzeEDc/	2025-08-10	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1FCBAZLEJJ	业余跳杀从1到2进阶纠错！成人班7天的效果绝了！跳杀侧身和屈腿问题解决	Bilibili	https://www.bilibili.com/video/BV1FCbazLEjJ/	2025-08-14	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SEBRZPE2K	羽毛球双脚起跳杀球教学！	Bilibili	https://www.bilibili.com/video/BV1SEbrzpE2k/	2025-08-15	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV15LBPZKEH1	爆改业余杀球从1到2进阶教学！业余如何杀球更尖全程纠错！关键还在大臂啊！听懂照做	Bilibili	https://www.bilibili.com/video/BV15LbpzkEH1/	2025-08-16	public	authorized	video	smash,arm_path	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XOE9ZKEVT	羽毛球正手发高远球教学！30分钟零基础加进阶！发球都发不好你还指望单打有多强？	Bilibili	https://www.bilibili.com/video/BV1Xoe9zkEVT/	2025-08-27	public	authorized	video	high_clear,serve_receive	high_clear,serve_receive		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AYEOZEEWJ	史上最难跳杀教学！教不会水都不能喝啊！	Bilibili	https://www.bilibili.com/video/BV1ayeozEEWJ/	2025-08-29	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1LCAAZYEJM	羽毛球跳杀滞空的秘诀！全新角度帮你提升双脚跳杀滞空感！就这一点就能带来力量和速度感	Bilibili	https://www.bilibili.com/video/BV1LCaAzYEJm/	2025-09-03	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XMAAZFE6E	爆改业余杀球教学！成人班学员杀球从0到1！架拍挥拍连贯的秘诀！全程纠错	Bilibili	https://www.bilibili.com/video/BV1XmaAzfE6E/	2025-09-05	public	authorized	video	smash,swing	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1VJY7ZUEQN	羽毛球集中发力的真相是什么！高远球杀球发力深度解读！	Bilibili	https://www.bilibili.com/video/BV1VJY7zuEQn/	2025-09-09	public	authorized	video	high_clear,smash,power	high_clear,smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AOHHZWEU7	让羽毛球发力更集中的秘诀！其实就是字面意思，力集于一点！如何做到？看懂这两个方面	Bilibili	https://www.bilibili.com/video/BV1AoHhzwEu7/	2025-09-15	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1HZPSZFEGW	羽毛球跳杀集中发力教学！只改一点优化挥拍轨迹！原地杀球发力也可借鉴哦	Bilibili	https://www.bilibili.com/video/BV1hZpszFEGw/	2025-09-19	public	authorized	video	smash,power,swing	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV18ZPSZFE6V	成人班学员原地杀球爆改教学！后场高吊杀发力不会用手腕必看！手腕握拍左手等多处细节	Bilibili	https://www.bilibili.com/video/BV18ZpszFE6v/	2025-09-22	public	authorized	video	smash,power,wrist	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1S6P9ZNEZJ	霸王杀杀球完整教学！羽毛球最强爆发力杀球的秘诀！架拍引拍是关键	Bilibili	https://www.bilibili.com/video/BV1s6p9zNEzj/	2025-09-25	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1PCP9ZAEFY	霸王杀有缺点吗？颠覆你认知的一期！还真有，缺点竟然是！！	Bilibili	https://www.bilibili.com/video/BV1PCp9zAEFy/	2025-09-27	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NGNNZTEMA	杀球动作僵硬怎么改？高政泽教练直播教学首秀！	Bilibili	https://www.bilibili.com/video/BV1nGnnztEmA/	2025-09-28	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CGNNZFEZ3	后场两边突击教学！久违的羽毛球闪动发力来了！还是那句话新手别学！！	Bilibili	https://www.bilibili.com/video/BV1cgnnzfEz3/	2025-09-30	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NGNNZFEBD	羽毛球发力握拍进阶教学！准备握拍和正手发力握拍的概念！高手必会啊	Bilibili	https://www.bilibili.com/video/BV1ngnnzfEBD/	2025-10-02	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1FLNNZSER5	羽毛球滑板吊球发力教学！手腕和小臂是如何配合发力的？非常难！耐心看完必有收获！	Bilibili	https://www.bilibili.com/video/BV1fLnnzsEr5/	2025-10-04	public	authorized	video	drop,power,wrist	drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1TVHVZPEUU	正手抽球发力教学！正手大发力超详细线下版教学！再也没有如此详细的教学啦	Bilibili	https://www.bilibili.com/video/BV1TvHVzpEuU/	2025-10-08	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SC42ZPEXC	羽毛球后场重劈吊教学！业余球友爆改 进阶劈吊一致性！和高远球差不多难了	Bilibili	https://www.bilibili.com/video/BV1sc42zpExC/	2025-10-17	public	authorized	video	high_clear,drop	high_clear,drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1W14QZHETA	后场滑拍吊球进阶教学！爆改球友 羽毛球滑板吊球加半侧身闪动发力！	Bilibili	https://www.bilibili.com/video/BV1W14qzhEtA/	2025-10-20	public	authorized	video	smash,drop,power	smash,drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KNWSZEEV5	羽毛球业余跳杀进阶教学！少侧身！感受从上向下的力！又是一个跳杀秀啊	Bilibili	https://www.bilibili.com/video/BV1knWszEEV5/	2025-10-22	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CPWTZOEVT	双打中后场两边突击杀球教学！双打连贯杀球的步法秘诀！切片要多看啊！！	Bilibili	https://www.bilibili.com/video/BV1CPWtzoEVT/	2025-10-24	public	authorized	video	smash,footwork,doubles	smash,footwork,doubles		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1EJSIZYEEZ	羽毛球双脚跳杀进阶教学！业余球友爆改如何做完整动作及屈腿技巧！半侧身啊	Bilibili	https://www.bilibili.com/video/BV1EjsizyEEz/	2025-10-27	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1HXYBBQEXF	杀球最尖到哪里？羽毛球杀球压不下去发力问题汇总！原地杀球示范	Bilibili	https://www.bilibili.com/video/BV1hXyBBqExF/	2025-10-29	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AVYRB1EET	击球时手臂伸直吗？高远球发力时从动作力线两方面解读！	Bilibili	https://www.bilibili.com/video/BV1avyrB1EeT/	2025-10-31	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1GEYRB7ESA	羽毛球大发力和手指发力有啥关系？业余球友学发力正确的学习路线解读！	Bilibili	https://www.bilibili.com/video/BV1GeyrB7Esa/	2025-11-03	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1HBYRBCECE	高远球发力到底是髋带腿还是腿带髋？正手发力原理逻辑解读！别搞错顺序啊	Bilibili	https://www.bilibili.com/video/BV1hByrBCEcE/	2025-11-05	public	authorized	video	high_clear,power,learning_order,hip_rotation	high_clear,all,smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DBYRBCEQF	劈吊为什么容易出界？多种羽毛球劈吊方法汇总解读！关键是只能用一种	Bilibili	https://www.bilibili.com/video/BV1DByrBCEqF/	2025-11-07	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1Z22WBQEWD	让发力变集中教学(1)！如何增加挥速(小臂摆速)！共两部分！羽毛球集中发力三部曲——挥速、静止框架，闪动发力！没有第三部！！	Bilibili	https://www.bilibili.com/video/BV1z22wBQEwd/	2025-11-12	public	authorized	video	power,power_framework	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BMCJBPEAV	业余跳杀进阶爆改教学！羽毛球双脚跳杀如何找点？如何增加滞空感？以及如何杀得重！	Bilibili	https://www.bilibili.com/video/BV1bMCjBPEAV/	2025-11-14	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JSCSBUEER	让发力变集中教学(2)！教你正确顶肘(摆肘)和静止框架！共两部分！羽毛球集中发力三部曲——挥速、静止框架，闪动发力！	Bilibili	https://www.bilibili.com/video/BV1jSCsBuEER/	2025-11-16	public	authorized	video	power,power_framework,top_elbow	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
